Quake Number,Location,Magnitude,Time
314,"M 4.5 - 29km SE of Jarm, Afghanistan",4.5,2019-09-22 07:42:11
315,"M 4.5 - 172km NNW of Arawa, Papua New Guinea",4.5,2019-09-22 02:58:54
316,"M 5.6 - 79km ENE of Hihifo, Tonga",5.6,2019-09-22 01:32:33
317,"M 4.9 - 34km ENE of Tambo, Peru",4.9,2019-09-21 23:28:24
318,"M 4.9 - 24km W of Baghlan, Afghanistan",4.9,2019-09-21 23:02:47
319,"M 4.2 - 115km ENE of Bristol Island, South Sandwich Islands",4.2,2019-09-21 22:39:45
320,"M 4.4 - 196km SSW of Ndoi Island, Fiji",4.4,2019-09-21 22:27:39
321,"M 4.5 - 7km SE of Churachandpur, India",4.5,2019-09-21 20:31:23
322,"M 4.9 - 6km W of Paredon, Mexico",4.9,2019-09-21 19:50:24
323,"M 5.2 - 251km E of L'Esperance Rock, New Zealand",5.2,2019-09-21 19:25:18
324,"M 4.9 - 12km N of Aratoca, Colombia",4.9,2019-09-21 18:36:45
325,"M 4.4 - 4km W of Shijak, Albania",4.4,2019-09-21 18:28:10
326,"M 4.2 - 100km SSE of Little Sitkin Island, Alaska",4.2,2019-09-21 18:24:20
327,"M 4.7 - 209km SSE of Hachijo-jima, Japan",4.7,2019-09-21 17:52:46
328,"M 4.3 - 107km SSE of Little Sitkin Island, Alaska",4.3,2019-09-21 17:30:38
329,"M 4.4 - 168km ESE of Vostok, Russia",4.4,2019-09-21 17:15:44
330,"M 4.2 - 166km NNW of Saumlaki, Indonesia",4.2,2019-09-21 17:11:37
331,"M 4.7 - 101km SSE of Little Sitkin Island, Alaska",4.7,2019-09-21 17:00:46
332,"M 4.6 - 82km SW of Corinto, Nicaragua",4.6,2019-09-21 16:51:11
333,"M 4.3 - 76km W of Sinabang, Indonesia",4.3,2019-09-21 16:32:47
334,"M 4.0 - 2km NE of Magdug, Philippines",4,2019-09-21 16:26:06
335,"M 4.1 - 65km ESE of Kirakira, Solomon Islands",4.1,2019-09-21 16:08:04
336,"M 4.8 - 4km WNW of Shijak, Albania",4.8,2019-09-21 16:07:31
337,"M 4.9 - 102km ESE of Caburan, Philippines",4.9,2019-09-21 15:32:34
338,"M 4.7 - 7km W of Agropoli, Italy",4.7,2019-09-21 13:55:48
339,"M 5.9 - 186km NNW of Saumlaki, Indonesia",5.9,2019-09-21 13:53:10
340,"M 4.3 - 268km S of L'Esperance Rock, New Zealand",4.3,2019-09-21 13:34:55
341,"M 4.6 - 47km NW of San Agustin de Valle Fertil, Argentina",4.6,2019-09-21 12:48:16
342,"M 4.7 - 6km WNW of Shijak, Albania",4.7,2019-09-21 10:10:37
343,"M 5.1 - 9km NNW of Shijak, Albania",5.1,2019-09-21 08:15:52
344,"M 5.6 - 6km N of Durres, Albania",5.6,2019-09-21 08:04:24
345,"M 4.6 - 30km ESE of Roghun, Tajikistan",4.6,2019-09-21 05:30:58
346,"M 4.0 - 59km WSW of Yonakuni, Japan",4,2019-09-21 05:05:38
347,"M 4.2 - 64km E of Onguday, Russia",4.2,2019-09-21 01:35:05
348,"M 4.1 - 59km WSW of Lebu, Chile",4.1,2019-09-21 00:12:31
349,"M 4.7 - 31km E of Aras-asan, Philippines",4.7,2019-09-20 23:57:04
350,"M 4.2 - 216km SW of Leksula, Indonesia",4.2,2019-09-20 22:25:25
351,"M 4.8 - 0km NNW of Tsant, Mongolia",4.8,2019-09-20 20:41:10
352,M 4.7 - Southern East Pacific Rise,4.7,2019-09-20 19:00:30
353,"M 4.5 - 68km ENE of Calama, Chile",4.5,2019-09-20 18:36:06
354,"M 4.6 - 107km ENE of Laiwui, Indonesia",4.6,2019-09-20 17:16:06
355,"M 4.1 - 206km ESE of Kimbe, Papua New Guinea",4.1,2019-09-20 15:46:04
356,"M 4.4 - 118km ENE of Laiwui, Indonesia",4.4,2019-09-20 15:35:18
357,"M 4.6 - 2km W of Sambelia, Indonesia",4.6,2019-09-20 15:22:18
358,"M 4.6 - 182km ESE of Neiafu, Tonga",4.6,2019-09-20 15:10:05
359,"M 4.3 - 200km E of Neiafu, Tonga",4.3,2019-09-20 15:09:23
360,"M 5.0 - 118km ENE of Laiwui, Indonesia",5,2019-09-20 14:59:15
361,M 4.6 - South of the Fiji Islands,4.6,2019-09-20 13:49:29
362,"M 5.4 - 143km SSW of Lakatoro, Vanuatu",5.4,2019-09-20 12:20:07
363,"M 4.8 - 19km ENE of Panganiban, Philippines",4.8,2019-09-20 12:04:21
364,"M 4.5 - 72km W of Vallenar, Chile",4.5,2019-09-20 10:33:52
365,"M 4.4 - 90km SSW of Chirilagua, El Salvador",4.4,2019-09-20 06:16:43
366,"M 5.1 - 167km E of Neiafu, Tonga",5.1,2019-09-20 03:19:12
367,"M 5.3 - 151km ENE of Neiafu, Tonga",5.3,2019-09-20 03:13:40
368,"M 5.0 - 202km ENE of Neiafu, Tonga",5,2019-09-20 02:00:14
369,"M 5.4 - 205km ENE of Neiafu, Tonga",5.4,2019-09-19 23:28:25
370,"M 4.8 - 110km E of L'Esperance Rock, New Zealand",4.8,2019-09-19 19:59:17
371,M 4.4 - South of the Fiji Islands,4.4,2019-09-19 18:12:50
372,"M 5.1 - 101km SW of Kokopo, Papua New Guinea",5.1,2019-09-19 17:59:41
373,"M 4.1 - 292km SE of Lambasa, Fiji",4.1,2019-09-19 17:43:31
374,"M 4.5 - 85km ESE of Kuqa, China",4.5,2019-09-19 13:43:09
375,"M 4.3 - 181km SE of Amahai, Indonesia",4.3,2019-09-19 13:39:22
376,"M 5.0 - 222km NNW of Tobelo, Indonesia",5,2019-09-19 13:09:50
377,"M 4.7 - 17km SW of Mouzaki, Greece",4.7,2019-09-19 12:33:16
378,"M 4.0 - 24km WNW of Santa Lucia, Ecuador",4,2019-09-19 11:55:26
379,"M 4.5 - 59km NW of Kefamenanu, Indonesia",4.5,2019-09-19 11:28:06
380,"M 5.1 - 161km S of `Ohonua, Tonga",5.1,2019-09-19 10:02:26
381,M 4.5 - South of the Fiji Islands,4.5,2019-09-19 07:52:03
382,"M 4.5 - 10km E of Talisay, Philippines",4.5,2019-09-19 05:47:21
383,"M 4.8 - 242km SSW of Leksula, Indonesia",4.8,2019-09-19 04:32:04
384,"M 4.3 - 94km WNW of Copiapo, Chile",4.3,2019-09-19 03:54:16
385,"M 4.5 - 61km NNE of Calama, Chile",4.5,2019-09-19 03:42:57
386,"M 5.7 - 76km NNE of Blimbing, Indonesia",5.7,2019-09-19 01:32:58
387,"M 6.0 - 71km NNE of Sumbersari, Indonesia",6,2019-09-19 01:32:00
388,"M 6.2 - 73km NNE of Pendok, Indonesia",6.2,2019-09-19 01:06:33
389,"M 4.4 - 76km NNE of Bitung, Indonesia",4.4,2019-09-19 00:46:23
390,"M 4.5 - 85km SW of Amahusu, Indonesia",4.5,2019-09-18 20:50:39
391,"M 4.2 - 27km W of Taupo, New Zealand",4.2,2019-09-18 18:35:39
392,"M 4.5 - 7km ESE of Funaishikawa, Japan",4.5,2019-09-18 17:49:28
393,"M 4.3 - 59km NNW of San Antonio de los Cobres, Argentina",4.3,2019-09-18 16:59:49
394,"M 4.8 - 104km WNW of Neiafu, Tonga",4.8,2019-09-18 14:54:06
395,"M 4.4 - 100km NNE of Hihifo, Tonga",4.4,2019-09-18 13:48:20
396,"M 4.4 - 2km NW of Arroyo Salado, Dominican Republic",4.4,2019-09-18 13:34:52
397,"M 4.2 - 8km WNW of Rotorua, New Zealand",4.2,2019-09-18 12:35:03
398,"M 4.8 - 248km E of Bouvet Island, Bouvet Island",4.8,2019-09-18 12:15:29
399,"M 5.1 - 55km NNW of Alotau, Papua New Guinea",5.1,2019-09-18 10:10:18
400,"M 5.0 - 291km E of Bouvet Island, Bouvet Island",5,2019-09-18 10:00:53
401,"M 4.1 - 100km NNW of Agrihan, Northern Mariana Islands",4.1,2019-09-18 09:59:39
402,"M 4.9 - 81km NNE of Shikotan, Russia",4.9,2019-09-18 09:22:34
403,"M 5.3 - 168km SSW of Kulumadau, Papua New Guinea",5.3,2019-09-18 08:46:24
404,"M 4.4 - 62km ESE of Acari, Peru",4.4,2019-09-18 07:13:54
405,"M 4.7 - 90km E of Sarangani, Philippines",4.7,2019-09-18 06:04:04
406,"M 5.4 - 295km E of Bouvet Island, Bouvet Island",5.4,2019-09-18 05:54:59
407,"M 4.7 - 17km E of Quepos, Costa Rica",4.7,2019-09-18 05:23:28
408,"M 4.6 - 248km ESE of Lambasa, Fiji",4.6,2019-09-18 02:48:17
409,"M 5.5 - 112km SSE of Pondaguitan, Philippines",5.5,2019-09-18 01:01:01
410,"M 5.1 - 153km WSW of Panguna, Papua New Guinea",5.1,2019-09-18 00:26:09
411,"M 5.1 - 81km WNW of Rabaul, Papua New Guinea",5.1,2019-09-18 00:22:48
412,"M 4.2 - 83km S of Arica, Chile",4.2,2019-09-17 23:36:24
413,"M 4.8 - 31km SE of Puerto Limon, Costa Rica",4.8,2019-09-17 22:58:53
414,"M 5.1 - 92km NNE of Laiwui, Indonesia",5.1,2019-09-17 21:58:52
415,"M 5.0 - 76km S of Kuril'sk, Russia",5,2019-09-17 20:54:28
416,"M 4.6 - 218km ENE of Neiafu, Tonga",4.6,2019-09-17 19:42:20
417,"M 4.6 - 27km NE of Halabjah, Iraq",4.6,2019-09-17 13:29:56
418,"M 4.3 - 117km NNE of Calama, Chile",4.3,2019-09-17 13:22:25
419,"M 4.5 - 12km S of Genova, Guatemala",4.5,2019-09-17 13:11:42
420,"M 4.6 - 151km SSE of Sarangani, Philippines",4.6,2019-09-17 12:45:27
421,"M 4.4 - 136km W of Lata, Solomon Islands",4.4,2019-09-17 10:52:51
422,"M 5.2 - 130km SSW of Lorengau, Papua New Guinea",5.2,2019-09-17 10:03:20
423,"M 4.6 - 64km SSW of Hihifo, Tonga",4.6,2019-09-17 09:51:18
424,"M 4.5 - 29km SSW of Tilamuta, Indonesia",4.5,2019-09-17 08:37:58
425,"M 4.4 - 10km NNW of Cempa, Indonesia",4.4,2019-09-17 08:36:50
426,"M 5.1 - 73km ESE of Lata, Solomon Islands",5.1,2019-09-17 08:10:19
427,M 5.4 - Azores Islands region,5.4,2019-09-17 07:51:33
428,"M 4.5 - 92km E of Hachijo-jima, Japan",4.5,2019-09-17 07:17:34
429,"M 4.2 - 41km SSW of Jarm, Afghanistan",4.2,2019-09-17 05:04:19
430,"M 4.7 - 120km SSE of Bitung, Indonesia",4.7,2019-09-17 04:30:07
431,"M 4.5 - 62km WSW of Uyuni, Bolivia",4.5,2019-09-17 03:17:48
432,M 4.9 - South of the Fiji Islands,4.9,2019-09-17 02:25:53
433,"M 5.2 - 42km W of Willow, Alaska",5.2,2019-09-16 19:09:56
434,"M 4.7 - 274km NW of Neiafu, Tonga",4.7,2019-09-16 17:45:28
435,"M 4.9 - 81km SW of Hihifo, Tonga",4.9,2019-09-16 17:45:15
436,"M 4.3 - 28km N of Ust'-Kamchatsk Staryy, Russia",4.3,2019-09-16 14:32:52
437,"M 4.3 - 46km NNE of Bandar 'Abbas, Iran",4.3,2019-09-16 14:03:22
438,"M 4.0 - 276km NNE of Bamboo Flat, India",4,2019-09-16 12:49:44
439,"M 4.5 - 99km SSE of Putre, Chile",4.5,2019-09-16 12:39:44
440,"M 4.4 - 31km N of Qazvin, Iran",4.4,2019-09-16 10:58:49
441,"M 4.5 - 47km N of Bandar 'Abbas, Iran",4.5,2019-09-16 10:55:41
442,"M 4.1 - 218km ENE of Hasaki, Japan",4.1,2019-09-16 10:27:43
443,"M 4.7 - 17km S of Se'ergu, China",4.7,2019-09-16 10:14:11
444,"M 4.5 - 66km NNE of Calama, Chile",4.5,2019-09-16 10:04:57
445,"M 4.4 - 90km NE of Palue, Indonesia",4.4,2019-09-16 09:36:52
446,"M 4.5 - 46km SE of Hihifo, Tonga",4.5,2019-09-16 09:22:29
447,"M 4.5 - 289km SE of Lambasa, Fiji",4.5,2019-09-16 08:40:49
448,"M 4.5 - 26km SE of Darchula, Nepal",4.5,2019-09-16 08:33:25
449,"M 4.0 - 242km NW of Saumlaki, Indonesia",4,2019-09-16 07:40:06
450,"M 4.4 - 91km W of Ovalle, Chile",4.4,2019-09-16 07:39:43
451,"M 4.3 - 6km NNW of Tamuning-Tumon-Harmon Village, Guam",4.3,2019-09-16 07:06:29
452,"M 4.6 - 42km W of Semirom, Iran",4.6,2019-09-16 06:56:57
453,"M 5.1 - 44km SSW of Zhangye, China",5.1,2019-09-16 06:48:41
454,"M 4.7 - 60km E of Yamada, Japan",4.7,2019-09-16 06:43:59
455,M 4.2 - South of the Fiji Islands,4.2,2019-09-16 05:21:18
456,"M 4.8 - 104km ENE of Laiwui, Indonesia",4.8,2019-09-16 04:34:35
457,"M 4.0 - 5km SE of Arroyo Salado, Dominican Republic",4,2019-09-16 00:53:53
458,"M 4.6 - 247km SE of Lambasa, Fiji",4.6,2019-09-16 00:33:15
459,"M 4.6 - 126km NNE of Barranca, Peru",4.6,2019-09-15 23:54:18
460,"M 4.4 - 78km SSW of Banda Aceh, Indonesia",4.4,2019-09-15 18:52:06
461,M 4.4 - Banda Sea,4.4,2019-09-15 18:36:28
462,"M 5.2 - 151km SSE of Chichi-shima, Japan",5.2,2019-09-15 18:29:32
463,"M 4.4 - 259km SE of Latung, Philippines",4.4,2019-09-15 17:21:13
464,"M 4.5 - 17km ESE of Ust'-Kamchatsk Staryy, Russia",4.5,2019-09-15 16:38:15
465,"M 4.5 - 62km E of Arzak, China",4.5,2019-09-15 15:44:07
466,"M 4.5 - 45km WSW of Little Sitkin Island, Alaska",4.5,2019-09-15 12:20:06
467,"M 4.4 - 66km WNW of La Ligua, Chile",4.4,2019-09-15 10:56:35
468,"M 4.0 - 54km WNW of La Ligua, Chile",4,2019-09-15 10:44:00
469,"M 4.5 - 139km NE of Kuqa, China",4.5,2019-09-15 10:34:58
470,"M 4.0 - 203km W of Abepura, Indonesia",4,2019-09-15 10:30:04
471,"M 4.7 - 62km E of Mutsu, Japan",4.7,2019-09-15 10:27:10
472,"M 4.5 - 139km ENE of Kuqa, China",4.5,2019-09-15 10:13:08
473,"M 4.5 - 133km E of Pangai, Tonga",4.5,2019-09-15 10:02:55
474,"M 4.5 - 118km ENE of Suva, Fiji",4.5,2019-09-15 08:03:08
475,"M 4.5 - 195km SSE of Bristol Island, South Sandwich Islands",4.5,2019-09-15 07:53:18
476,"M 4.7 - 150km ESE of Tadine, New Caledonia",4.7,2019-09-15 07:26:27
477,"M 4.8 - 94km SSW of Tres Picos, Mexico",4.8,2019-09-15 05:50:32
478,"M 4.9 - 86km N of Hihifo, Tonga",4.9,2019-09-15 05:43:42
479,"M 4.1 - 47km SW of La Gomera, Guatemala",4.1,2019-09-15 01:41:39
480,"M 5.2 - 57km SSW of Nueva Concepcion, Guatemala",5.2,2019-09-15 00:59:17
481,"M 4.6 - 129km S of Raoul Island, New Zealand",4.6,2019-09-14 23:49:49
482,"M 4.3 - 42km NNW of Putre, Chile",4.3,2019-09-14 21:25:37
483,"M 4.7 - 8km SE of Otsuchi, Japan",4.7,2019-09-14 21:02:40
484,"M 4.5 - 60km WSW of Palaiochora, Greece",4.5,2019-09-14 20:06:51
485,"M 4.1 - 120km E of Bitung, Indonesia",4.1,2019-09-14 18:27:12
486,"M 4.4 - 183km NW of Neiafu, Tonga",4.4,2019-09-14 17:25:59
487,M 5.0 - Reykjanes Ridge,5,2019-09-14 15:10:52
488,"M 4.3 - 16km N of Ngarangiakambera, Indonesia",4.3,2019-09-14 13:52:02
489,"M 4.0 - 11km ENE of Tibanbang, Philippines",4,2019-09-14 13:05:06
490,"M 4.3 - 12km SE of Cerkes, Turkey",4.3,2019-09-14 13:03:34
491,"M 4.2 - 298km NW of Ozernovskiy, Russia",4.2,2019-09-14 12:14:31
492,"M 4.3 - 44km NW of Taltal, Chile",4.3,2019-09-14 11:40:34
493,"M 5.0 - 111km S of Raoul Island, New Zealand",5,2019-09-14 10:42:07
494,"M 5.8 - 104km ENE of Laiwui, Indonesia",5.8,2019-09-14 10:21:27
495,"M 4.4 - 34km ESE of Caldiran, Turkey",4.4,2019-09-14 09:33:44
496,"M 4.6 - 158km WSW of San Antonio, Chile",4.6,2019-09-14 08:40:52
497,"M 5.4 - 21km SW of Akutan, Alaska",5.4,2019-09-14 07:25:54
498,M 5.2 - Southern Mid-Atlantic Ridge,5.2,2019-09-14 06:47:14
499,M 4.3 - Southern Mid-Atlantic Ridge,4.3,2019-09-14 06:45:21
500,"M 4.9 - 165km WSW of San Antonio, Chile",4.9,2019-09-14 06:22:44
501,"M 4.1 - 129km S of Abepura, Indonesia",4.1,2019-09-14 05:54:27
502,"M 4.3 - 11km NW of Orta, Turkey",4.3,2019-09-14 05:46:01
503,"M 4.3 - 215km SE of Amahai, Indonesia",4.3,2019-09-14 05:01:21
504,"M 4.5 - 4km S of Santa Fe, Philippines",4.5,2019-09-14 04:35:11
505,"M 4.6 - 17km E of Los Andes, Chile",4.6,2019-09-14 00:14:32
506,"M 4.7 - 9km NW of Orta, Turkey",4.7,2019-09-14 00:03:13
507,"M 4.4 - 12km SE of Cerkes, Turkey",4.4,2019-09-14 00:00:31
508,"M 4.3 - 218km SE of Lambasa, Fiji",4.3,2019-09-13 23:42:52
509,"M 5.0 - 12km WNW of Albardon, Argentina",5,2019-09-13 23:15:31
510,"M 4.2 - 10km NNE of Aratoca, Colombia",4.2,2019-09-13 22:06:22
511,"M 4.4 - 56km ENE of Misawa, Japan",4.4,2019-09-13 21:57:17
512,"M 5.1 - 143km ENE of Sorong, Indonesia",5.1,2019-09-13 21:42:05
513,"M 4.5 - 29km NE of Yigo Village, Guam",4.5,2019-09-13 21:11:39
514,M 4.4 - Reykjanes Ridge,4.4,2019-09-13 20:55:24
515,"M 4.6 - 5km SSE of Yotsukaido, Japan",4.6,2019-09-13 20:54:38
516,M 4.5 - Reykjanes Ridge,4.5,2019-09-13 20:48:50
517,"M 4.5 - 125km NNW of Tobelo, Indonesia",4.5,2019-09-13 20:42:22
518,"M 4.4 - 117km SSE of Putre, Chile",4.4,2019-09-13 20:09:12
519,"M 5.4 - 91km NE of Hihifo, Tonga",5.4,2019-09-13 16:53:31
520,"M 4.0 - 57km W of Ust'-Ulagan, Russia",4,2019-09-13 13:41:46
521,"M 4.3 - 117km SW of Uyuni, Bolivia",4.3,2019-09-13 13:23:13
522,"M 4.2 - 1km SE of Baghlan, Afghanistan",4.2,2019-09-13 12:32:23
523,"M 4.8 - 39km SSW of Pointe Michel, Dominica",4.8,2019-09-13 10:27:19
524,"M 4.7 - 38km S of San Mateo del Mar, Mexico",4.7,2019-09-13 09:33:00
525,M 5.3 - Northern Mid-Atlantic Ridge,5.3,2019-09-13 08:12:30
526,"M 4.1 - 196km ENE of Chichi-shima, Japan",4.1,2019-09-13 07:27:28
527,"M 4.5 - 36km S of Jarm, Afghanistan",4.5,2019-09-13 05:36:09
528,"M 4.7 - 12km ESE of Carlagan, Philippines",4.7,2019-09-13 03:18:21
529,"M 5.3 - 26km ENE of Carlagan, Philippines",5.3,2019-09-13 02:28:17
530,"M 4.4 - 251km S of L'Esperance Rock, New Zealand",4.4,2019-09-13 01:56:54
531,"M 4.1 - 75km SW of Yonakuni, Japan",4.1,2019-09-13 01:05:30
532,"M 4.7 - 49km NW of Aktash, Russia",4.7,2019-09-12 22:29:48
533,"M 5.0 - 39km NW of Aktash, Russia",5,2019-09-12 22:08:05
534,"M 4.4 - 75km ENE of Tobelo, Indonesia",4.4,2019-09-12 21:45:34
535,"M 4.4 - 148km NNW of Boroko, Indonesia",4.4,2019-09-12 21:02:15
536,"M 4.6 - 86km NNE of Finschhafen, Papua New Guinea",4.6,2019-09-12 20:53:25
537,"M 4.6 - 164km ESE of Kirakira, Solomon Islands",4.6,2019-09-12 19:47:06
538,"M 4.1 - 114km SW of Puerto Madero, Mexico",4.1,2019-09-12 19:20:08
539,"M 4.4 - 251km SSW of Qiemo, China",4.4,2019-09-12 18:59:56
540,"M 4.2 - 10km ENE of Ternate, Indonesia",4.2,2019-09-12 17:37:57
541,"M 4.4 - 236km WSW of Ile Hunter, New Caledonia",4.4,2019-09-12 16:55:14
542,"M 4.3 - 67km W of Tobelo, Indonesia",4.3,2019-09-12 16:16:49
543,"M 4.4 - 211km SE of Sarangani, Philippines",4.4,2019-09-12 11:21:44
544,M 4.9 - West Chile Rise,4.9,2019-09-12 10:53:18
545,"M 4.1 - 68km S of Putre, Chile",4.1,2019-09-12 10:14:50
546,M 5.1 - Mid-Indian Ridge,5.1,2019-09-12 09:36:32
547,"M 4.6 - 31km NE of Tobelo, Indonesia",4.6,2019-09-12 09:28:45
548,M 5.1 - Mid-Indian Ridge,5.1,2019-09-12 08:08:53
549,"M 4.7 - 44km NE of Calama, Chile",4.7,2019-09-12 08:08:18
550,"M 4.7 - 64km S of La Santisima Trinidad, Bolivia",4.7,2019-09-12 07:09:12
551,"M 4.1 - Izu Islands, Japan region",4.1,2019-09-12 06:06:13
552,"M 4.6 - 181km NNW of Farallon de Pajaros, Northern Mariana Islands",4.6,2019-09-12 05:59:53
553,"M 4.8 - 26km SSW of Jarm, Afghanistan",4.8,2019-09-12 03:22:32
554,M 5.0 - Southwest of Africa,5,2019-09-12 02:48:40
555,"M 4.5 - 169km WSW of Vaini, Tonga",4.5,2019-09-12 01:27:25
556,"M 4.7 - 79km SW of L'Esperance Rock, New Zealand",4.7,2019-09-12 01:08:12
557,"M 4.5 - 91km SW of Chepes, Argentina",4.5,2019-09-12 00:27:55
558,"M 4.5 - 130km WNW of Hihifo, Tonga",4.5,2019-09-11 20:38:40
559,"M 4.1 - 256km SE of Kodiak, Alaska",4.1,2019-09-11 18:42:46
560,"M 4.5 - 72km ENE of Ndoi Island, Fiji",4.5,2019-09-11 17:30:01
561,M 4.9 - South of the Fiji Islands,4.9,2019-09-11 17:11:50
562,"M 4.4 - 174km NNW of Saumlaki, Indonesia",4.4,2019-09-11 17:11:46
563,M 5.0 - Kuril Islands,5,2019-09-11 14:59:09
564,"M 4.2 - 48km E of Kandrian, Papua New Guinea",4.2,2019-09-11 14:14:41
565,"M 4.2 - 72km ENE of Kimbe, Papua New Guinea",4.2,2019-09-11 13:19:53
566,M 5.4 - West Chile Rise,5.4,2019-09-11 13:16:40
567,"M 5.0 - 129km NE of Massawa, Eritrea",5,2019-09-11 13:06:57
568,"M 4.2 - 114km NNE of Ndoi Island, Fiji",4.2,2019-09-11 12:26:49
569,"M 4.0 - 65km SE of Adak, Alaska",4,2019-09-11 12:08:59
570,M 5.5 - South of the Fiji Islands,5.5,2019-09-11 11:51:55
571,"M 4.2 - 14km SSW of Piedecuesta, Colombia",4.2,2019-09-11 11:44:27
572,"M 4.6 - 18km W of Taupo, New Zealand",4.6,2019-09-11 11:28:27
573,"M 4.4 - 22km SSE of Cocula, Mexico",4.4,2019-09-11 10:49:26
574,"M 4.3 - 67km ENE of Namie, Japan",4.3,2019-09-11 10:44:48
575,"M 4.4 - 9km E of Makurazaki, Japan",4.4,2019-09-11 10:05:42
576,"M 4.6 - 124km SW of Port Blair, India",4.6,2019-09-11 09:40:17
577,"M 4.5 - 19km SSE of Palora, Ecuador",4.5,2019-09-11 09:18:03
578,"M 4.5 - 23km E of Tacna, Peru",4.5,2019-09-11 08:52:30
579,"M 4.3 - 239km WNW of Saumlaki, Indonesia",4.3,2019-09-11 07:16:12
580,"M 4.9 - 82km NNW of Finschhafen, Papua New Guinea",4.9,2019-09-11 05:30:20
581,"M 4.1 - 72km NW of Cabra, Philippines",4.1,2019-09-11 05:21:04
582,M 4.2 - South of the Fiji Islands,4.2,2019-09-11 05:17:13
583,"M 4.1 - 294km NNE of Warburton, Australia",4.1,2019-09-11 03:01:00
584,"M 4.5 - 24km SE of Jarm, Afghanistan",4.5,2019-09-11 01:14:38
585,"M 4.4 - 31km SSW of Santa Teresa, Nicaragua",4.4,2019-09-11 01:07:35
586,"M 4.5 - 66km SSW of Patea, New Zealand",4.5,2019-09-11 00:57:45
587,"M 4.1 - 38km N of Santa Catarina Juquila, Mexico",4.1,2019-09-10 21:41:53
588,"M 4.1 - 70km NNW of Hihifo, Tonga",4.1,2019-09-10 19:34:48
589,"M 4.5 - 106km ESE of Kandrian, Papua New Guinea",4.5,2019-09-10 18:58:32
590,"M 4.3 - 212km SE of Sarangani, Philippines",4.3,2019-09-10 18:51:16
591,"M 4.4 - 199km SE of Sarangani, Philippines",4.4,2019-09-10 18:36:07
592,"M 4.8 - 38km S of Ocos, Guatemala",4.8,2019-09-10 17:54:56
593,"M 4.7 - 196km SE of Sarangani, Philippines",4.7,2019-09-10 17:46:06
594,"M 5.6 - 203km SE of Sarangani, Philippines",5.6,2019-09-10 17:32:23
595,"M 4.0 - 51km ESE of Sarangani, Philippines",4,2019-09-10 16:24:26
596,M 4.9 - Southern Mid-Atlantic Ridge,4.9,2019-09-10 15:07:53
597,"M 5.7 - 255km W of Sitka, Alaska",5.7,2019-09-10 14:32:12
598,"M 4.6 - 28km SW of Mawlamyinegyunn, Burma",4.6,2019-09-10 14:18:44
599,"M 4.6 - 16km SW of Kinangan, Philippines",4.6,2019-09-10 12:46:09
600,"M 4.0 - 28km WSW of Ovalle, Chile",4,2019-09-10 12:33:01
601,"M 4.1 - Izu Islands, Japan region",4.1,2019-09-10 12:04:39
602,"M 4.5 - 8km WNW of Ilijan, Philippines",4.5,2019-09-10 11:45:42
603,"M 4.7 - 86km SSW of Sumberejo, Indonesia",4.7,2019-09-10 11:12:33
604,"M 4.7 - 15km SW of Tashir, Armenia",4.7,2019-09-10 10:22:47
605,"M 4.7 - 117km NE of Visokoi Island, South Georgia and the South Sandwich Islands",4.7,2019-09-10 09:45:52
606,"M 5.0 - 47km SSW of Puerto El Triunfo, El Salvador",5,2019-09-10 08:16:46
607,"M 4.4 - Kepulauan Barat Daya, Indonesia",4.4,2019-09-10 07:55:12
608,M 4.8 - Northern Mid-Atlantic Ridge,4.8,2019-09-10 07:40:58
609,"M 4.3 - 250km SSE of Severo-Kuril'sk, Russia",4.3,2019-09-10 07:13:20
610,"M 4.1 - 28km SE of Atka, Alaska",4.1,2019-09-10 04:53:53
611,M 5.0 - East of the South Sandwich Islands,5,2019-09-10 03:53:00
612,"M 4.3 - 106km SSW of Ust'-Kamchatsk Staryy, Russia",4.3,2019-09-10 03:29:22
613,"M 4.3 - 70km SE of Karpathos, Greece",4.3,2019-09-10 01:06:46
614,"M 5.6 - 23km SE of Bobon, Philippines",5.6,2019-09-09 23:39:24
615,"M 4.6 - 45km E of Austin, Nevada",4.6,2019-09-09 22:25:55
616,M 4.0 - Off the coast of Oregon,4,2019-09-09 20:33:54
617,"M 4.4 - 25km NE of Puyo, Ecuador",4.4,2019-09-09 17:52:42
618,"M 4.3 - 21km SW of Sarpol-e Zahab, Iran",4.3,2019-09-09 16:40:52
619,"M 4.4 - 115km N of Finschhafen, Papua New Guinea",4.4,2019-09-09 16:06:18
620,"M 5.4 - 165km SE of Amatignak Island, Alaska",5.4,2019-09-09 15:24:18
621,"M 4.5 - 103km S of Merizo Village, Guam",4.5,2019-09-09 15:16:15
622,"M 4.0 - 133km N of Calama, Chile",4,2019-09-09 13:31:38
623,M 4.2 - North of Severnaya Zemlya,4.2,2019-09-09 13:13:00
624,M 4.6 - Northern Mid-Atlantic Ridge,4.6,2019-09-09 12:44:52
625,M 4.2 - North Indian Ocean,4.2,2019-09-09 12:31:51
626,"M 4.3 - 22km WSW of Tokoroa, New Zealand",4.3,2019-09-09 12:08:39
627,"M 5.4 - 19km WSW of Araya, Venezuela",5.4,2019-09-09 12:05:17
628,"M 4.1 - 150km SSE of Sigave, Wallis and Futuna",4.1,2019-09-09 11:54:54
629,"M 5.0 - 1km E of Balatero, Philippines",5,2019-09-09 11:17:07
